case_id,case_group,topology,size_description,seed,method,method_key,status,status_source,driver_status,driver_error,rel_error,RMSE,NMSE,NMSE_dB,contract_time_sec,emit_time_sec,total_time_sec,speedup_vs_exact,t_contract_ratio,num_blocks,refined_blocks,mean_rank,max_rank,peak_rank,num_exact_merges,num_compressed_merges,num_exact_leaves,num_compressed_leaves,mean_leaf_residual_ratio,mean_merge_residual_ratio,cache_enabled,cache_requests,cache_hits,cache_misses,cache_hit_rate,num_cached_states,leaf_states_built,internal_states_built,num_implicit_merge_sketches,num_explicit_merge_compressions,skipped_small_rank_merges,skipped_small_state_merges,skipped_low_saving_merges,rank_policy,leaf_tol,merge_tol,target_rank,run_dir
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.935519502694432,1.5305600428228543e-05,0.8751967412424866,-0.5789430808450272,0.014656599998488673,3.879999894706998e-05,0.014695399997435743,55.46581924186496,0.9973597180103161,9,0,1.0,4,9,15,18,12,0,0.0,0.0,True,75,30,45,0.4,45,12,33,9,9,0,3,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s0\2026-04-10_22-53-26
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.861307386204862,1.1694672285128219e-05,0.7418504148801116,-1.296836560973906,0.020435999998881016,3.270000161137432e-05,0.02046870000049239,13.674625158240161,0.9984024387181898,9,0,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,18,18,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s1\2026-04-10_22-53-28
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,fixed-rank baseline,fixed_rank,ok,runner,ok,,0.9881300222398411,1.7492439285785038e-06,0.976400954470448,-0.10371804714654329,0.06597829999918758,3.459999970800709e-05,0.06601289999889559,16.7514803924792,0.9994758600105726,9,0,1.0,4,4,12,21,12,0,0.0,0.0,True,75,30,45,0.4,45,12,33,12,9,0,0,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s2\2026-04-10_22-53-29
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,ASTNC-L2,astnc_l2,ok,runner,ok,,4.94505031907079e-15,8.090367337419703e-20,2.4453522695047434e-29,-286.1165856898126,0.039196900002934854,3.409999953873921e-05,0.03923100000247359,20.98282480509932,0.9991307894130733,9,0,1.0,16,81,12,21,12,0,0.0,1.701207195360825e-09,True,75,30,45,0.4,45,12,33,3,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s0\2026-04-10_22-53-31
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,ASTNC-L2,astnc_l2,ok,runner,ok,,3.535549354709715e-15,4.8005034803442705e-20,1.250010926231982e-29,-289.0308619084673,0.030996999996204977,2.890000178012997e-05,0.031025899997985107,9.37083211165541,0.9990685200822192,9,0,1.0,16,27,36,27,12,0,0.0,1.7783001094921215e-09,True,135,60,75,0.4444444444444444,75,12,63,0,27,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s1\2026-04-10_22-53-33
main_random_8,main_core,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,ASTNC-L2,astnc_l2,ok,runner,ok,,5.636442226415966e-14,9.977950392593688e-20,3.176948141484239e-27,-264.9798987426667,0.08687340000142285,3.1800000215298496e-05,0.08690520000163815,12.090437625889749,0.9996340840224252,9,0,1.0,16,81,12,21,12,0,0.0,2.455053303444738e-09,True,75,30,45,0.4,45,12,33,3,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s2\2026-04-10_22-53-34
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",0,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,0.9313113000007434,4.769999941345304e-05,0.9313590000001568,0.9550467649941754,0.9999487845176636,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__exact__s0\2026-04-10_22-53-36
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",1,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,1.0336931999991066,4.850000004807953e-05,1.0337416999991547,0.9366780889248212,0.9999530830563881,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__exact__s1\2026-04-10_22-53-39
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",2,exact,exact,ok,runner,ok,,0.0,0.0,0.0,-inf,0.9901488000014069,4.799999987881165e-05,0.9901968000012857,1.0286401652608803,0.9999515247869124,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__exact__s2\2026-04-10_22-53-42
main_chain_8,optional_reference,chain,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",0,fixed-rank baseline,fixed_rank,ok,runner,ok,,2.242990577851192e-15,2.268703235839821e-19,5.031006733557367e-30,-292.98345101409126,0.017548900003021117,8.030000208236743e-05,0.017629200005103485,59.17970751025622,0.9954450568911485,9,0,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,12,63,0,36,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_chain_8__fixed_rank__s0\2026-04-10_22-53-45
