case_id,topology,size_description,scale_level,method,n_attempted,n_ok,n_timeout,n_failed,completed_fraction,timeout_rate,status_summary,rel_error_mean,rel_error_std,RMSE_mean,RMSE_std,NMSE_mean,NMSE_std,NMSE_dB_mean,NMSE_dB_std,contract_time_sec_mean,contract_time_sec_std,emit_time_sec_mean,emit_time_sec_std,total_time_sec_mean,total_time_sec_std,t_contract_ratio_mean,t_contract_ratio_std,speedup_vs_exact_mean,speedup_vs_exact_std,num_blocks_mean,num_blocks_std,mean_rank_mean,mean_rank_std,max_rank_mean,max_rank_std,peak_rank_mean,peak_rank_std,num_exact_merges_mean,num_exact_merges_std,num_compressed_merges_mean,num_compressed_merges_std,mean_merge_residual_ratio_mean,mean_merge_residual_ratio_std,num_implicit_merge_sketches_mean,num_implicit_merge_sketches_std,cache_hit_rate_mean,cache_hit_rate_std,relative_runtime_rank_within_case_mean,relative_runtime_rank_within_case_std,relative_error_rank_within_case_mean,relative_error_rank_within_case_std,exact_available,case_completed_fraction,case_timeout_rate,case_difficulty_proxy
medium_chain_10,chain,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L1,2,1,1,0,0.5,0.5,"ok=1/2, timeout=1, failed=0",3.357706370419771e-15,0.0,9.398551997946003e-21,0.0,1.1274192103108081e-29,0.0,-289.4791456942633,0.0,0.04136160000052769,0.0,0.0001807999942684546,0.0,0.04154239999479614,0.0,0.995647820171999,0.0,22852.072321196174,0.0,9.0,0.0,1.0,0.0,16.0,0.0,4.0,0.0,18.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,False,0.25,0.75,0.04154239999479614
medium_chain_10,chain,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L2,2,1,1,0,0.5,0.5,"ok=1/2, timeout=1, failed=0",0.007700419837667376,0.0,2.1554236215504427e-08,0.0,5.929646585069624e-05,0.0,-42.26971190400996,0.0,0.10174760002701078,0.0,0.000490999998874031,0.0,0.10223860002588481,0.0,0.9951975085755779,0.0,17594.48538347524,0.0,9.0,0.0,1.0,0.0,16.0,0.0,4.0,0.0,17.0,0.0,64.0,0.0,0.0002743013589034294,0.0,0.0,0.0,0.4444444444444444,0.0,2.0,0.0,2.0,0.0,False,0.25,0.75,0.04154239999479614
medium_chain_10,chain,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L3,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.25,0.75,0.04154239999479614
medium_grid2d_3x4,grid2d,"grid_shape=[3,4], num_nodes=12, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,exact,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_grid2d_3x4,grid2d,"grid_shape=[3,4], num_nodes=12, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L1,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_grid2d_3x4,grid2d,"grid_shape=[3,4], num_nodes=12, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L2,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_grid2d_3x4,grid2d,"grid_shape=[3,4], num_nodes=12, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L3,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_random_10,random_connected,"num_nodes=10, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",medium,exact,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_random_10,random_connected,"num_nodes=10, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",medium,ASTNC-L1,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_random_10,random_connected,"num_nodes=10, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",medium,ASTNC-L2,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_random_10,random_connected,"num_nodes=10, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",medium,ASTNC-L3,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_ring_10,ring,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,exact,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_ring_10,ring,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L1,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_ring_10,ring,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L2,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_ring_10,ring,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L3,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_tree_10,tree,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,exact,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_tree_10,tree,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L1,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_tree_10,tree,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L2,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
medium_tree_10,tree,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",medium,ASTNC-L3,2,0,2,0,0.0,1.0,"ok=0/2, timeout=2, failed=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,
