tier,case_id,topology,size_description,method,n_runs,n_ok,ok_rate,rel_error_mean,rel_error_std,RMSE_mean,RMSE_std,NMSE_mean,NMSE_std,NMSE_dB_mean,NMSE_dB_std,contract_time_sec_mean,contract_time_sec_std,emit_time_sec_mean,emit_time_sec_std,total_time_sec_mean,total_time_sec_std,speedup_vs_exact_mean,speedup_vs_exact_std,t_contract_ratio_mean,t_contract_ratio_std,num_blocks_mean,num_blocks_std,refined_blocks_mean,refined_blocks_std,mean_rank_mean,mean_rank_std,max_rank_mean,max_rank_std,peak_rank_mean,peak_rank_std,num_exact_merges_mean,num_exact_merges_std,num_compressed_merges_mean,num_compressed_merges_std,num_exact_leaves_mean,num_exact_leaves_std,num_compressed_leaves_mean,num_compressed_leaves_std,mean_leaf_residual_ratio_mean,mean_leaf_residual_ratio_std,mean_merge_residual_ratio_mean,mean_merge_residual_ratio_std,cache_requests_mean,cache_requests_std,cache_hits_mean,cache_hits_std,cache_misses_mean,cache_misses_std,cache_hit_rate_mean,cache_hit_rate_std,num_cached_states_mean,num_cached_states_std
stress,stress_ring_10,ring,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",ASTNC-L3,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,stress_ring_10,ring,"num_nodes=10, phys_dim=3, bond_dim=4, open_legs_per_node=1",exact,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toy,toy_chain_6,chain,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",ASTNC-L2,2,2,1.0,2.199271270161626e-15,1.3458814658689074e-15,2.9626356730698337e-18,2.59362877353685e-18,5.742492580873382e-30,5.919916882705832e-30,-294.05486387790444,5.690375188356771,0.005790999999931046,9.107535315472866e-05,6.899999902998388e-06,1.4142130764701457e-07,0.005797899999834044,9.093393184708165e-05,0.8594257876284093,0.030016841476619593,0.998809576085016,4.306235615752734e-05,4.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,3.0,0.0,8.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,16.0,0.0,28.0,0.0,0.36363636363636365,0.0,28.0,0.0
toy,toy_chain_6,chain,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",exact,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.006564249999769345,0.0002653771748800583,8.599999887337617e-06,4.2426360138610817e-07,0.0065728499996566825,0.00026495291127867225,0.8550949890402342,0.01690036763228363,0.998689221308783,0.00011738564421663902,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toy,toy_chain_6,chain,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",fixed-rank baseline,2,2,1.0,9.487802676415733e-16,4.494407260152166e-16,1.249456816948122e-18,9.597234256841405e-19,1.0011824795532988e-30,8.528409847439783e-31,-300.9735239707044,4.279687503000014,0.004640150000000176,0.00033509790382743414,7.60000011723605e-06,5.656855521429938e-07,0.004647750000117412,0.00033566358937957714,1.1762190723811594,0.01949687026579804,0.9983649308653725,3.6259216880935973e-06,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,16.0,0.0,28.0,0.0,0.36363636363636365,0.0,28.0,0.0
toy,toy_grid2d_2x3,grid2d,"grid_shape=[2,3], phys_dim=2, bond_dim=3, open_legs_per_node=1",ASTNC-L2,2,2,1.0,2.7985839753737693e-15,2.0041365419169404e-15,4.691958337485059e-18,5.4431214404966204e-18,9.84035390802966e-30,1.1217488822337462e-29,-292.34794246694685,6.852406087084652,0.005571800000211624,5.444722209428687e-05,6.749999784005922e-06,7.07105734347734e-08,0.00557854999999563,5.4517932667721645e-05,1.153575853132558,0.07408289524601885,0.9987900121717758,8.504967215710841e-07,4.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,8.0,0.0,14.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.05972321961833e-09,5.089091479143601e-10,40.0,0.0,14.0,0.0,26.0,0.0,0.35,0.0,26.0,0.0
toy,toy_grid2d_2x3,grid2d,"grid_shape=[2,3], phys_dim=2, bond_dim=3, open_legs_per_node=1",exact,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.006196299999942312,3.917371572353033e-05,8.100000059130252e-06,2.9698485860295803e-06,0.006204400000001442,4.214356430955991e-05,1.3743076560783605,0.1259704890769599,0.9986960703211472,0.0004698111568053685,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toy,toy_grid2d_2x3,grid2d,"grid_shape=[2,3], phys_dim=2, bond_dim=3, open_legs_per_node=1",fixed-rank baseline,2,2,1.0,7.384156199826658e-16,1.8029505767822943e-16,1.0635601731308448e-18,9.768164931844982e-19,5.615107818686894e-31,2.6626537354787452e-31,-302.76540654896775,2.142245371448637,0.004047999999897911,0.00018285781349080228,6.549999966409814e-06,7.071073421224117e-08,0.004054549999864321,0.00018278710275659003,1.5743577471724601,0.16590016442839284,0.9983824939129082,9.036020902068937e-05,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,14.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,14.0,0.0,26.0,0.0,0.35,0.0,26.0,0.0
toy,toy_random_6,random_connected,"num_nodes=6, phys_dim=2, bond_dim=3, edge_prob=0.35, open_legs_per_node=1",ASTNC-L2,2,2,1.0,1.3522493532733986e-15,5.663413401366417e-16,1.2637156995355765e-18,1.3057113068489143e-18,1.9889495722284772e-30,1.531669424589716e-30,-297.7775004573233,3.7500946967035023,0.0065581500001599125,0.0003853024852453134,6.849999863334233e-06,7.07105734347734e-08,0.006565000000023247,0.0003852317746718786,1.1630456630567578,0.21620635648622097,0.9989544717875041,7.212205059106328e-05,4.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,6.0,2.8284271247461903,14.0,2.8284271247461903,6.0,2.8284271247461903,8.0,0.0,0.0,0.0,0.0,0.0,9.372190781101237e-10,1.325427931178146e-09,44.0,0.0,16.0,0.0,28.0,0.0,0.36363636363636365,0.0,28.0,0.0
toy,toy_random_6,random_connected,"num_nodes=6, phys_dim=2, bond_dim=3, edge_prob=0.35, open_legs_per_node=1",exact,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.007414150000045083,0.0004229205659416167,7.600000003549212e-06,4.242639229410437e-07,0.0074217500000486325,0.00042249630201867565,1.280601239226666,0.04282996859824521,0.9989726909317296,0.0001156463374802396,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toy,toy_random_6,random_connected,"num_nodes=6, phys_dim=2, bond_dim=3, edge_prob=0.35, open_legs_per_node=1",fixed-rank baseline,2,2,1.0,7.285436109165702e-16,2.076503168670994e-16,7.533378460979824e-19,8.249240626385128e-19,5.523351205664067e-31,3.0256462398802482e-31,-302.9309756119625,2.510022626059113,0.00491280000005645,0.0006710443358223054,7.800000162205833e-06,4.2426424449597925e-07,0.004920600000218656,0.0006714686000668013,1.6731133126973399,0.47097174413378007,0.9984058675961185,0.00013131439436239175,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,16.0,0.0,28.0,0.0,0.36363636363636365,0.0,28.0,0.0
toy,toy_ring_6,ring,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",ASTNC-L2,2,2,1.0,0.0004122848391403515,0.0005038606065907949,6.582918706462636e-07,6.284536377039947e-07,2.9691654407357476e-07,4.154681783475286e-07,-73.66117312450527,16.086424879439896,0.006308449999892218,0.0005144201830192864,6.800000051043753e-06,2.8284245451656137e-07,0.006315249999943262,0.0005147030254738029,1.5029281051173582,0.08011111614780533,0.9989214842821086,4.3113550288971826e-05,4.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,8.0,0.0,15.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.85957777567868e-05,1.4121775339005637e-05,44.0,0.0,16.0,0.0,28.0,0.0,0.36363636363636365,0.0,28.0,0.0
toy,toy_ring_6,ring,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",exact,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.00879999999995107,0.0013229967873949451,9.299999874201603e-06,8.48528167437023e-07,0.00880929999982527,0.0013238453155623824,1.2429810975678164,0.05634099901841485,0.9989395607128622,6.303899461099486e-05,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toy,toy_ring_6,ring,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",fixed-rank baseline,2,2,1.0,8.880995560340694e-16,2.9714284841375037e-16,2.58376628144249e-18,2.278365056337221e-18,8.328677576891473e-31,5.277848635090811e-31,-301.2809219999193,2.962268290857994,0.004189350000046943,0.0003492400394154596,6.850000204394746e-06,3.535536710612059e-07,0.004196200000251338,0.00034959359308652085,2.0729551124142853,0.21616097062597023,0.9983654073687815,5.192541824846715e-05,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,16.0,0.0,28.0,0.0,0.36363636363636365,0.0,28.0,0.0
toy,toy_tree_6,tree,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",ASTNC-L2,2,2,1.0,1.85002339858327e-15,1.4796423483098607e-15,4.333078143162684e-18,9.352676608098265e-19,4.517257315601656e-30,5.474745932967207e-30,-296.33032725296545,7.8731584952761775,0.005632799999943927,0.0014777117513388985,6.950000056349381e-06,6.36396286355235e-07,0.0056397500000002765,0.0014783481476252538,1.159479365126602,0.45026437256578594,0.9987391472533467,0.00021766621496881728,4.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,5.5,3.5355339059327378,7.0,1.4142135623730951,10.0,2.8284271247461903,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.48528137423857,13.0,4.242640687119285,25.0,4.242640687119285,0.3380681818181818,0.03615886949249392,25.0,4.242640687119285
toy,toy_tree_6,tree,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",exact,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.006566249999991669,0.00018858537862100218,7.899999900473631e-06,4.2426376216357594e-07,0.006574149999892143,0.00018816111485883862,1.1219469165186295,0.36567255476507765,0.9987969072828593,9.896930082387383e-05,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toy,toy_tree_6,tree,"num_nodes=6, phys_dim=2, bond_dim=3, open_legs_per_node=1",fixed-rank baseline,2,2,1.0,8.89159538755681e-16,1.6782911026131996e-16,3.0326689329687896e-18,2.48194206493796e-18,8.046879905978617e-31,2.984537086642096e-31,-301.09846582137425,1.6493042470304558,0.004039899999952468,0.0009618066440265973,6.899999902998388e-06,4.2426424449597925e-07,0.004046799999855466,0.0009622309082710933,1.5759686465902099,0.56967598544765,0.998258173932937,0.0003093245610851225,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,13.0,4.242640687119285,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,8.48528137423857,13.0,4.242640687119285,25.0,4.242640687119285,0.3380681818181818,0.03615886949249392,25.0,4.242640687119285
