case_id,topology,size_description,scale_level,seed,method,method_key,status,status_source,driver_status,driver_error,rel_error,RMSE,NMSE,NMSE_dB,contract_time_sec,emit_time_sec,total_time_sec,t_contract_ratio,speedup_vs_exact,num_blocks,mean_rank,max_rank,peak_rank,num_exact_merges,num_compressed_merges,mean_merge_residual_ratio,num_implicit_merge_sketches,cache_hit_rate,run_dir,relative_runtime_rank_within_case,relative_error_rank_within_case
main_tree_8,tree,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,0,ASTNC-L2,astnc_l2,ok,reused:main_results_raw_runs.csv,reused,,3.268335770021782e-15,3.4513725036651113e-19,1.0682018708101538e-29,-289.7134666575855,0.022255399999266956,2.6899999284069054e-05,0.022282299998551025,0.9987927637503934,45.67204014241259,9,1.0,16,16,21,36,1.024129043468337e-09,0,0.43902439024390244,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_tree_8__astnc_l2__s0\2026-04-10_22-46-03,2,2
main_tree_8,tree,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,1,ASTNC-L2,astnc_l2,ok,reused:main_results_raw_runs.csv,reused,,0.011881707967085823,5.371936087200849e-07,0.00014117498429221003,-38.50242251912719,0.026463499998499174,3.599999763537198e-05,0.026499499996134546,0.9986414838529307,37.16745222162649,9,1.0,16,12,19,38,0.000532948714726192,0,0.43902439024390244,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_tree_8__astnc_l2__s1\2026-04-10_22-46-05,2,2
main_tree_8,tree,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,2,ASTNC-L2,astnc_l2,ok,reused:main_results_raw_runs.csv,reused,,0.0025488888150221986,2.439481256671291e-07,6.49683419302137e-06,-51.87298216807781,0.018326500001421664,3.300000571471173e-05,0.018359500007136376,0.9982025650644034,71.78069661415739,9,1.0,16,16,14,31,0.0001330676796925349,0,0.42424242424242425,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_tree_8__astnc_l2__s2\2026-04-10_22-46-07,2,2
main_tree_8,tree,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,0,ASTNC-L3,astnc_l3,ok,runner,reused,,0.012065919083784423,1.2741647213604418e-06,0.00014558640337047408,-38.368791828313924,0.11223319999407977,3.15000070258975e-05,0.11226470000110567,0.9997194130655023,9.064987480384124,9,1.0,16,16,21,36,0.0017993020629501557,0,0.43902439024390244,C:\Users\mrkys\workspace\sketch_tnc\outputs\generalization\main_tree_8__astnc_l3__s0\2026-04-11_09-10-23,4,3
main_tree_8,tree,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,1,ASTNC-L3,astnc_l3,ok,runner,reused,,0.07484377553504579,3.3838230986052684e-06,0.005601590739399495,-22.51688624558017,0.1173724999971455,3.860000288113952e-05,0.11741110000002664,0.9996712405907039,8.388635316448774,9,1.0,16,12,17,40,0.004790058972207887,0,0.43902439024390244,C:\Users\mrkys\workspace\sketch_tnc\outputs\generalization\main_tree_8__astnc_l3__s1\2026-04-11_09-10-33,3,3
main_tree_8,tree,"num_nodes=8, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,2,ASTNC-L3,astnc_l3,ok,runner,reused,,0.05891183249566136,5.638312284252107e-06,0.0034706040088922346,-24.59594935900402,0.06894660001125885,3.860000288113952e-05,0.06898520001413999,0.999440459636666,19.103484511601817,9,1.0,16,16,4,41,0.0066025596700731454,0,0.42424242424242425,C:\Users\mrkys\workspace\sketch_tnc\outputs\generalization\main_tree_8__astnc_l3__s2\2026-04-11_09-10-44,3,3
main_grid2d_3x3,grid2d,"grid_shape=[3,3], num_nodes=9, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,0,exact,exact,ok,reused:main_results_raw_runs.csv,reused,,0.0,0.0,0.0,-inf,39.384179499998936,0.00015300000450224616,39.38433250000344,0.9999961152063322,0.9672690580701856,9,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__exact__s0\2026-04-10_22-46-09,5,
main_grid2d_3x3,grid2d,"grid_shape=[3,3], num_nodes=9, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,1,exact,exact,ok,reused:main_results_raw_runs.csv,reused,,0.0,0.0,0.0,-inf,39.91781450000053,0.0001863999968918506,39.91800089999742,0.9999953304275342,0.936361915859493,9,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__exact__s1\2026-04-10_22-47-28,5,
main_grid2d_3x3,grid2d,"grid_shape=[3,3], num_nodes=9, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,2,exact,exact,ok,reused:main_results_raw_runs.csv,reused,,0.0,0.0,0.0,-inf,32.296099199998935,0.00012490000153775327,32.29622410000047,0.9999961326747624,1.0417752922392833,9,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__exact__s2\2026-04-10_22-48-47,5,
main_grid2d_3x3,grid2d,"grid_shape=[3,3], num_nodes=9, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,0,fixed-rank baseline,fixed_rank,ok,reused:ablation_core_raw_runs.csv,reused,,0.9801624658690081,2.095924322453513e-06,0.960718465903176,-0.1740386167391808,0.06577399999878253,0.00015970000276865903,0.06593370000155119,0.9975778698334465,597.3323580972532,9,1.0,4,4,12,54,0.0,45,0.4397163120567376,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__fixed_rank__s0\2026-04-10_22-49-54,1,
main_grid2d_3x3,grid2d,"grid_shape=[3,3], num_nodes=9, phys_dim=3, bond_dim=4, open_legs_per_node=1",easy,1,fixed-rank baseline,fixed_rank,ok,reused:ablation_core_raw_runs.csv,reused,,0.9796896242282239,1.4369557528868047e-06,0.9597917691488239,-0.17822978750934815,0.06354020000071614,0.00021219999689492397,0.06375239999761106,0.9966714978902825,626.1411476508058,9,1.0,4,4,12,54,0.0,45,0.4397163120567376,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_grid2d_3x3__fixed_rank__s1\2026-04-10_22-50-28,1,
