case_id,case_scope,topology,size_description,seed,method,method_key,status,driver_status,driver_error,reused_from_group,reused_from_run_name,rel_error,RMSE,NMSE,NMSE_dB,contract_time_sec,emit_time_sec,total_time_sec,t_contract_ratio,num_blocks,mean_rank,max_rank,peak_rank,num_exact_merges,num_compressed_merges,num_exact_leaves,num_compressed_leaves,mean_leaf_residual_ratio,mean_merge_residual_ratio,cache_enabled,cache_requests,cache_hits,cache_misses,cache_hit_rate,num_cached_states,num_implicit_merge_sketches,num_explicit_merge_compressions,skipped_small_rank_merges,skipped_small_state_merges,skipped_low_saving_merges,rank_policy,leaf_tol,merge_tol,target_rank,run_dir
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,ASTNC-L2,astnc_l2,ok,reused,,main_results_e2e,main_random_8__astnc_l2__s0,4.94505031907079e-15,8.090367337419703e-20,2.4453522695047434e-29,-286.1165856898126,0.039196900002934854,3.409999953873921e-05,0.03923100000247359,0.9991307894130733,9,1.0,16,81,12,21,12,0,0.0,1.701207195360825e-09,True,75,30,45,0.4,45,3,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s0\2026-04-10_22-53-31
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,ASTNC-L2,astnc_l2,ok,reused,,main_results_e2e,main_random_8__astnc_l2__s1,3.535549354709715e-15,4.8005034803442705e-20,1.250010926231982e-29,-289.0308619084673,0.030996999996204977,2.890000178012997e-05,0.031025899997985107,0.9990685200822192,9,1.0,16,27,36,27,12,0,0.0,1.7783001094921215e-09,True,135,60,75,0.4444444444444444,75,0,27,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s1\2026-04-10_22-53-33
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,ASTNC-L2,astnc_l2,ok,reused,,main_results_e2e,main_random_8__astnc_l2__s2,5.636442226415966e-14,9.977950392593688e-20,3.176948141484239e-27,-264.9798987426667,0.08687340000142285,3.1800000215298496e-05,0.08690520000163815,0.9996340840224252,9,1.0,16,81,12,21,12,0,0.0,2.455053303444738e-09,True,75,30,45,0.4,45,3,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__astnc_l2__s2\2026-04-10_22-53-34
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,ASTNC-L2-no-blockwise,ablate_no_blockwise,ok,reused,,ablation_core,main_random_8__ablate_no_blockwise__s0,0.003959458066773622,6.477885592745108e-08,1.5677308206198934e-05,-48.04728503612665,0.04299869999886141,2.2199999875738285e-05,0.04302089999873715,0.999483971723607,1,1.0,16,143,2,5,8,0,0.0,0.0007485408159096288,True,15,0,15,0.0,15,1,4,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_blockwise__s0\2026-04-10_23-47-54
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,ASTNC-L2-no-blockwise,ablate_no_blockwise,ok,reused,,ablation_core,main_random_8__ablate_no_blockwise__s1,5.6834355866254115e-15,7.716863654459677e-20,3.230144012606053e-29,-284.9077811467017,0.02641869999933988,1.2599999536178075e-05,0.026431299998876057,0.9995232924397879,1,1.0,16,48,3,4,8,0,0.0,2.2954506624281e-09,True,15,0,15,0.0,15,0,4,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_blockwise__s1\2026-04-10_23-47-55
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,ASTNC-L2-no-blockwise,ablate_no_blockwise,ok,reused,,ablation_core,main_random_8__ablate_no_blockwise__s2,0.006543329142923816,1.1583373157720026e-08,4.2815156869817465e-05,-43.684024604341815,0.22109500000078697,1.2500000593718141e-05,0.22110750000138069,0.9999434664061889,1,1.0,16,237,3,4,8,0,0.0,0.0009973229226786396,True,15,0,15,0.0,15,3,1,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_blockwise__s2\2026-04-10_23-47-57
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,ASTNC-L2-no-implicit,ablate_no_implicit,ok,reused,,ablation_core,main_random_8__ablate_no_implicit__s0,4.540154834499412e-15,7.427936625478933e-20,2.0613005952337583e-29,-286.8585867132988,0.05069220000586938,3.3999998777289875e-05,0.05072620000464667,0.9993297349343435,9,1.0,16,81,12,21,12,0,0.0,1.3799276344464428e-09,True,75,30,45,0.4,45,0,21,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_implicit__s0\2026-04-10_23-47-58
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,ASTNC-L2-no-implicit,ablate_no_implicit,ok,reused,,ablation_core,main_random_8__ablate_no_implicit__s1,3.535549354709715e-15,4.8005034803442705e-20,1.250010926231982e-29,-289.0308619084673,0.0335285000019212,3.179999839630909e-05,0.03356030000031751,0.9990524518733427,9,1.0,16,27,36,27,12,0,0.0,1.7783001094921215e-09,True,135,60,75,0.4444444444444444,75,0,27,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_implicit__s1\2026-04-10_23-48-00
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,ASTNC-L2-no-implicit,ablate_no_implicit,ok,reused,,ablation_core,main_random_8__ablate_no_implicit__s2,5.646193581475805e-15,9.995212795566903e-21,3.187950240415055e-29,-284.964884659716,0.10117019999779586,3.65999985660892e-05,0.10120679999636195,0.9996383642248639,9,1.0,16,81,12,21,12,0,0.0,1.4103771012819907e-09,True,75,30,45,0.4,45,0,21,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_implicit__s2\2026-04-10_23-48-01
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,ASTNC-L2-no-cache,ablate_no_cache,ok,reused,,ablation_core,main_random_8__ablate_no_cache__s0,4.94505031907079e-15,8.090367337419703e-20,2.4453522695047434e-29,-286.1165856898126,0.10664599999836355,3.749999996216502e-05,0.10668349999832571,0.9996484929631817,9,1.0,16,81,36,27,72,0,0.0,2.673325592709868e-09,False,0,0,0,0.0,0,9,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_cache__s0\2026-04-10_23-48-04
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,ASTNC-L2-no-cache,ablate_no_cache,ok,reused,,ablation_core,main_random_8__ablate_no_cache__s1,3.535549354709715e-15,4.8005034803442705e-20,1.250010926231982e-29,-289.0308619084673,0.04197060000115016,3.46000033459859e-05,0.042005200004496146,0.9991762923556736,9,1.0,16,27,36,27,72,0,0.0,1.7783001094921215e-09,False,0,0,0,0.0,0,0,27,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_cache__s1\2026-04-10_23-48-06
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,ASTNC-L2-no-cache,ablate_no_cache,ok,reused,,ablation_core,main_random_8__ablate_no_cache__s2,5.636442226415966e-14,9.977950392593688e-20,3.176948141484239e-27,-264.9798987426667,0.28803679999873566,3.839999953925144e-05,0.2880751999982749,0.9998667014705211,9,1.0,16,81,36,27,72,0,0.0,3.857940905413161e-09,False,0,0,0,0.0,0,9,18,0,0,0,adaptive,0.001,0.005,2,C:\Users\mrkys\workspace\sketch_tnc\outputs\ablation_core\main_random_8__ablate_no_cache__s2\2026-04-10_23-48-07
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",0,fixed-rank baseline,fixed_rank,ok,reused,,main_results_e2e,main_random_8__fixed_rank__s0,0.935519502694432,1.5305600428228543e-05,0.8751967412424866,-0.5789430808450272,0.014656599998488673,3.879999894706998e-05,0.014695399997435743,0.9973597180103161,9,1.0,4,9,15,18,12,0,0.0,0.0,True,75,30,45,0.4,45,9,9,0,3,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s0\2026-04-10_22-53-26
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",1,fixed-rank baseline,fixed_rank,ok,reused,,main_results_e2e,main_random_8__fixed_rank__s1,0.861307386204862,1.1694672285128219e-05,0.7418504148801116,-1.296836560973906,0.020435999998881016,3.270000161137432e-05,0.02046870000049239,0.9984024387181898,9,1.0,4,9,27,36,12,0,0.0,0.0,True,135,60,75,0.4444444444444444,75,18,18,0,9,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s1\2026-04-10_22-53-28
main_random_8,extended_optional,random_connected,"num_nodes=8, phys_dim=3, bond_dim=4, edge_prob=0.35, open_legs_per_node=1",2,fixed-rank baseline,fixed_rank,ok,reused,,main_results_e2e,main_random_8__fixed_rank__s2,0.9881300222398411,1.7492439285785038e-06,0.976400954470448,-0.10371804714654329,0.06597829999918758,3.459999970800709e-05,0.06601289999889559,0.9994758600105726,9,1.0,4,4,12,21,12,0,0.0,0.0,True,75,30,45,0.4,45,12,9,0,0,0,fixed,0.0,0.0,4,C:\Users\mrkys\workspace\sketch_tnc\outputs\main_results_e2e\main_random_8__fixed_rank__s2\2026-04-10_22-53-29
