analysis,case_id,case,family,size_token,seed,method_key,method,status,rel_error,contract_time_sec,emit_time_sec,total_time_sec,exact_total_time_sec,speedup_vs_exact,t_contract_ratio,peak_rank,num_implicit_merge_sketches,cache_hit_rate,num_cached_states,mean_merge_residual_ratio,mean_leaf_residual_ratio,leaf_tol,merge_tol,rank_policy,target_rank,max_rank,cache_enabled,block_enabled,block_labels,chunk_size,run_name,run_dir,error_message
scale_trend,tree_6,Tree-6,tree,6,1,astnc_l2,ASTNC-L2,ok,1.7352487943709384e-15,0.012579899994307198,1.6000001778593287e-05,0.012595899996085791,0.010129299997061025,0.8041743741538562,0.9987297451724533,4.0,0.0,0.4444444444444444,55.0,0.0,0.0,0.001,0.005,adaptive,2,16.0,True,true,2,1,tree_6__astnc_l2__s1,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__astnc_l2__s1\2026-04-14_19-17-39,
scale_trend,tree_6,Tree-6,tree,6,2,astnc_l2,ASTNC-L2,ok,1.7195968001535429e-15,0.012610299996595131,1.7399997886968777e-05,0.0126276999944821,0.0141178999983822,1.1180104059672988,0.9986220769504189,4.0,0.0,0.4444444444444444,55.0,0.0,0.0,0.001,0.005,adaptive,2,16.0,True,true,2,1,tree_6__astnc_l2__s2,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__astnc_l2__s2\2026-04-14_19-17-39,
scale_trend,tree_6,Tree-6,tree,6,0,exact,exact,ok,,0.015181099999608705,1.7000002117129043e-05,0.015198100001725834,,,0.99888143892236,,,,,,,,,,,,,true,2,1,tree_6__exact__s0,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__exact__s0\2026-04-14_19-17-40,
scale_trend,tree_6,Tree-6,tree,6,1,exact,exact,ok,,0.013156799999705981,1.9300005078548566e-05,0.01317610000478453,,,0.9985352261997044,,,,,,,,,,,,,true,2,1,tree_6__exact__s1,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__exact__s1\2026-04-14_19-17-41,
scale_trend,tree_6,Tree-6,tree,6,2,exact,exact,ok,,0.015841399996133987,1.8200003978563473e-05,0.01585960000011255,,,0.9988524297600643,,,,,,,,,,,,,true,2,1,tree_6__exact__s2,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__exact__s2\2026-04-14_19-17-41,
scale_trend,tree_6,Tree-6,tree,6,0,fixed_rank,fixed-rank,ok,0.6416481531531062,0.007600400003866525,1.639999754843302e-05,0.007616800001414958,0.014104600002610823,1.8517750233876251,0.9978468650163804,9.0,3.0,0.4126984126984127,37.0,0.0,0.0,0.0,0.0,fixed,4,4.0,True,true,2,1,tree_6__fixed_rank__s0,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__fixed_rank__s0\2026-04-14_19-17-42,
scale_trend,tree_6,Tree-6,tree,6,1,fixed_rank,fixed-rank,ok,1.5476873654396365e-15,0.009438900000532158,1.6900001355679706e-05,0.009455800001887837,0.010347600014938507,1.0943124867042777,0.9982127369074516,9.0,0.0,0.4444444444444444,55.0,0.0,0.0,0.0,0.0,fixed,4,4.0,True,true,2,1,tree_6__fixed_rank__s1,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__fixed_rank__s1\2026-04-14_19-17-43,
scale_trend,tree_6,Tree-6,tree,6,2,fixed_rank,fixed-rank,ok,1.338512886347979e-15,0.01090459999977611,1.910000355564989e-05,0.01092370000333176,0.015454799995495705,1.4147953522494348,0.998251507772268,9.0,0.0,0.4444444444444444,55.0,0.0,0.0,0.0,0.0,fixed,4,4.0,True,true,2,1,tree_6__fixed_rank__s2,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_6__fixed_rank__s2\2026-04-14_19-17-43,
scale_trend,tree_8,Tree-8,tree,8,0,astnc_l2,ASTNC-L2,ok,3.268335770021782e-15,0.019648900004540337,2.4000000848900527e-05,0.019672900005389238,0.872549199997593,44.352850861551275,0.9987800475862173,16.0,0.0,0.43902439024390244,69.0,1.024129043468337e-09,0.0,0.001,0.005,adaptive,2,16.0,True,true,2,1,tree_8__astnc_l2__s0,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__astnc_l2__s0\2026-04-14_19-17-44,
scale_trend,tree_8,Tree-8,tree,8,1,astnc_l2,ASTNC-L2,ok,0.011881707967085823,0.033167199999297736,3.3299998904112726e-05,0.03320049999820185,0.8602985999968951,25.912218190014517,0.9989970030600469,12.0,0.0,0.43902439024390244,69.0,0.000532948714726192,0.0,0.001,0.005,adaptive,2,16.0,True,true,2,1,tree_8__astnc_l2__s1,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__astnc_l2__s1\2026-04-14_19-17-45,
scale_trend,tree_8,Tree-8,tree,8,2,astnc_l2,ASTNC-L2,ok,0.0025488888150221986,0.016879000002518296,3.069999365834519e-05,0.01690969999617664,1.0983833000027516,64.95581235540224,0.99818447431572,16.0,0.0,0.42424242424242425,57.0,0.0001330676796925349,0.0,0.001,0.005,adaptive,2,16.0,True,true,2,1,tree_8__astnc_l2__s2,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__astnc_l2__s2\2026-04-14_19-17-47,
scale_trend,tree_8,Tree-8,tree,8,0,exact,exact,ok,,0.8906752000002598,3.9699996705166996e-05,0.890714899996965,,,0.9999554290629861,,,,,,,,,,,,,true,2,1,tree_8__exact__s0,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__exact__s0\2026-04-14_19-17-49,
scale_trend,tree_8,Tree-8,tree,8,1,exact,exact,ok,,0.863380299997516,4.4200001866556704e-05,0.8634244999993825,,,0.999948808491227,,,,,,,,,,,,,true,2,1,tree_8__exact__s1,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__exact__s1\2026-04-14_19-17-50,
scale_trend,tree_8,Tree-8,tree,8,2,exact,exact,ok,,1.1249526000065089,4.7900000936351717e-05,1.1250005000074452,,,0.9999574222394247,,,,,,,,,,,,,true,2,1,tree_8__exact__s2,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__exact__s2\2026-04-14_19-17-52,
scale_trend,tree_8,Tree-8,tree,8,0,fixed_rank,fixed-rank,ok,0.6724252332041912,0.019048699992708862,2.590000440250151e-05,0.019074599997111363,0.8695354000046791,45.58603588493466,0.998642173078069,4.0,18.0,0.43902439024390244,69.0,0.0,0.0,0.0,0.0,fixed,4,4.0,True,true,2,1,tree_8__fixed_rank__s0,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__fixed_rank__s0\2026-04-14_19-17-53,
scale_trend,tree_8,Tree-8,tree,8,1,fixed_rank,fixed-rank,ok,0.637790459836012,0.020273699996323558,3.199999991920777e-05,0.020305699996242765,0.9161205999989761,45.116425443268284,0.998424087772224,9.0,9.0,0.43902439024390244,69.0,0.0,0.0,0.0,0.0,fixed,4,4.0,True,true,2,1,tree_8__fixed_rank__s1,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__fixed_rank__s1\2026-04-14_19-17-55,
scale_trend,tree_8,Tree-8,tree,8,2,fixed_rank,fixed-rank,ok,0.6470679179039315,0.012337600004684646,3.01000036415644e-05,0.01236770000832621,1.0929862999910256,88.37425707017705,0.9975662407222954,9.0,3.0,0.42424242424242425,57.0,0.0,0.0,0.0,0.0,fixed,4,4.0,True,true,2,1,tree_8__fixed_rank__s2,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\tree_8__fixed_rank__s2\2026-04-14_19-17-57,
