case_id,case,topology,seed,method_key,method,run_name,tag,status,rel_error,contract_time_sec,emit_time_sec,total_time_sec,speedup_vs_exact,t_contract_ratio,rank_policy,leaf_tol,merge_tol,target_rank,max_rank,mean_rank,peak_rank,num_implicit_merge_sketches,num_exact_merges,num_compressed_merges,cache_enabled,cache_requests,cache_hits,cache_misses,cache_hit_rate,num_cached_states,num_blocks,mean_merge_residual_ratio,block_enabled,block_labels,chunk_size,level_id,leaf_tol_nominal,merge_tol_nominal,setting_id,cache_enabled_requested,run_dir
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_block_disabled__s1,blockwise,ok,5.434181591091566e-15,0.05274460000146064,1.4099998224992305e-05,0.05275869999968563,2.545278788129283,0.9997327455144875,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,2.2954506624281e-09,False,0,0,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_block_disabled__s1\2026-04-14_17-28-42
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_block_disabled__s2,blockwise,ok,0.006543329142924619,0.2544272000013734,1.4199998986441642e-05,0.25444140000035986,0.8111879591926985,0.999944191472039,adaptive,0.001,0.005,2,16,1.0,237.0,3.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0009973208946957139,False,0,0,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_block_disabled__s2\2026-04-14_17-28-43
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b1_c1__s0,blockwise,ok,0.003959458066773625,0.07048809999832883,1.9600000086938962e-05,0.07050769999841577,6.6280661545436645,0.9997220161615383,adaptive,0.001,0.005,2,16,1.0,143.0,1.0,2.0,9.0,True,25.0,4.0,21.0,0.16,21.0,3.0,0.0004763461368646017,True,1,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c1__s0\2026-04-14_17-28-45
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b1_c1__s1,blockwise,ok,4.069538017788095e-15,0.09220710000226973,1.920000067912042e-05,0.09222630000294885,2.189952323702334,0.9997918164159432,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,9.0,12.0,True,45.0,14.0,31.0,0.3111111111111111,31.0,3.0,3.316390974084678e-09,True,1,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c1__s1\2026-04-14_17-28-46
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b1_c1__s2,blockwise,ok,5.404429716717388e-14,0.13699579999956768,1.97000008483883e-05,0.13701550000041607,2.8217048436009313,0.9998562206330802,adaptive,0.001,0.005,2,16,1.0,81.0,6.0,12.0,9.0,True,45.0,14.0,31.0,0.3111111111111111,31.0,3.0,2.8720897633322834e-09,True,1,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c1__s2\2026-04-14_17-28-47
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b1_c2__s0,blockwise,ok,0.003959458066773621,0.07266549999985727,1.680000059423037e-05,0.0726823000004515,4.845204403168944,0.9997688570450591,adaptive,0.001,0.005,2,16,1.0,143.0,1.0,2.0,7.0,True,20.0,2.0,18.0,0.1,18.0,2.0,0.0005822008339456243,True,1,2,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c2__s0\2026-04-14_17-28-48
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b1_c2__s1,blockwise,ok,3.4240748778876904e-15,0.07346539999707602,1.6599999071331695e-05,0.07348199999614735,2.194857244001664,0.9997740943350483,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,6.0,8.0,True,30.0,7.0,23.0,0.23333333333333334,23.0,2.0,7.789988906786079e-10,True,1,2,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c2__s1\2026-04-14_17-28-49
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b1_c2__s2,blockwise,ok,2.4676304476969668e-14,0.13550150000082795,1.9899998733308166e-05,0.13552139999956125,2.095747239906191,0.9998531597243444,adaptive,0.001,0.005,2,16,1.0,162.0,4.0,8.0,6.0,True,30.0,7.0,23.0,0.23333333333333334,23.0,2.0,3.899912800527152e-09,True,1,2,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c2__s2\2026-04-14_17-28-50
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b1_c3__s0,blockwise,ok,0.003959458066773634,0.07385400000202935,1.4400000509340316e-05,0.07386840000253869,3.2980218873887184,0.9998050587056352,adaptive,0.001,0.005,2,16,1.0,143.0,1.0,2.0,5.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0007485439293586598,True,1,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c3__s0\2026-04-14_17-28-51
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b1_c3__s1,blockwise,ok,5.434181591091566e-15,0.05191659999763942,1.4000001101521775e-05,0.051930599998740945,2.2616915652590306,0.9997304093905791,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,2.2954506624281e-09,True,1,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c3__s1\2026-04-14_17-28-53
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b1_c3__s2,blockwise,ok,0.006543329142922216,0.23925159999998868,1.9499999325489625e-05,0.23927109999931417,0.7985419049765548,0.999918502483896,adaptive,0.001,0.005,2,16,1.0,237.0,3.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0009973208946927894,True,1,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b1_c3__s2\2026-04-14_17-28-53
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b2_c1__s0,blockwise,ok,5.121095894049699e-15,0.07009389999802806,3.369999831193127e-05,0.07012759999634,11.134530484877008,0.9995194474170909,adaptive,0.001,0.005,2,16,1.0,81.0,3.0,12.0,21.0,True,75.0,30.0,45.0,0.4,45.0,9.0,1.1206331813065365e-09,True,2,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c1__s0\2026-04-14_17-28-55
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b2_c1__s1,blockwise,ok,3.535549354709715e-15,0.05410979999578558,3.730000025825575e-05,0.054147099996043835,5.4721231609383985,0.9993111357531559,adaptive,0.001,0.005,2,16,1.0,27.0,0.0,36.0,27.0,True,135.0,60.0,75.0,0.4444444444444444,75.0,9.0,1.7783001094921215e-09,True,2,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c1__s1\2026-04-14_17-28-56
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b2_c1__s2,blockwise,ok,5.4042095256957383e-14,0.19437409999591182,3.7599998904624954e-05,0.19441169999481644,5.890046741119595,0.9998065960026817,adaptive,0.001,0.005,2,16,1.0,81.0,3.0,12.0,21.0,True,75.0,30.0,45.0,0.4,45.0,9.0,1.8276934857569075e-09,True,2,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c1__s2\2026-04-14_17-28-57
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b2_c2__s0,blockwise,ok,0.017657260297349445,0.07789659999980358,2.1700005163438618e-05,0.07791830000496702,6.142143757754829,0.9997215030851317,adaptive,0.001,0.005,2,16,1.0,133.0,2.0,6.0,12.0,True,40.0,12.0,28.0,0.3,28.0,4.0,0.001302897419752185,True,2,2,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c2__s0\2026-04-14_17-28-59
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b2_c2__s1,blockwise,ok,0.004856241903518993,0.08493640000233427,4.709999484475702e-05,0.08498349999717902,2.2187177511369005,0.999445774816926,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,11.0,17.0,True,60.0,22.0,38.0,0.36666666666666664,38.0,4.0,0.0007893174027114909,True,2,2,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c2__s1\2026-04-14_17-29-01
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b2_c2__s2,blockwise,ok,2.469987164065273e-14,0.2170782999965013,2.2700005501974374e-05,0.21710100000200327,2.538278957693559,0.9998954403411239,adaptive,0.001,0.005,2,16,1.0,162.0,2.0,8.0,10.0,True,40.0,12.0,28.0,0.3,28.0,4.0,3.033265511521118e-09,True,2,2,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c2__s2\2026-04-14_17-29-02
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b2_c3__s0,blockwise,ok,0.003959458066773583,0.07453510000050301,1.4799999917158857e-05,0.07454990000042017,2.9837437742362205,0.999801475241189,adaptive,0.001,0.005,2,16,1.0,143.0,1.0,2.0,5.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0007485408159113542,True,2,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c3__s0\2026-04-14_17-29-03
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b2_c3__s1,blockwise,ok,5.434181591091566e-15,0.052648900000349386,1.3299999409355223e-05,0.05266219999975874,2.1907288339287216,0.9997474469276034,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,2.2954506624281e-09,True,2,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c3__s1\2026-04-14_17-29-04
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b2_c3__s2,blockwise,ok,0.006543329142922235,0.24189320000004955,1.7099999240599573e-05,0.24191029999929015,0.7429493494049907,0.9999293126409228,adaptive,0.001,0.005,2,16,1.0,237.0,3.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0009973208946927894,True,2,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b2_c3__s2\2026-04-14_17-29-05
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b3_c1__s0,blockwise,ok,4.550793862141214e-15,0.031120100000407547,6.86999992467463e-05,0.031188799999654293,50.47603947465736,0.9977972861974393,adaptive,0.001,0.005,2,16,1.0,27.0,0.0,18.0,63.0,True,189.0,94.0,95.0,0.4973544973544973,95.0,27.0,1.3522070101867875e-09,True,3,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b3_c1__s0\2026-04-14_17-29-06
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b3_c1__s1,blockwise,ok,2.905215852022158e-15,0.04970519999915268,6.960001701372676e-05,0.04977480001616641,10.568858132958418,0.9986017017046834,adaptive,0.001,0.005,2,16,1.0,16.0,0.0,72.0,81.0,True,333.0,166.0,167.0,0.4984984984984985,167.0,27.0,1.2436596613196293e-09,True,3,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b3_c1__s1\2026-04-14_17-29-08
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b3_c1__s2,blockwise,ok,4.884798974121083e-15,0.2107818000149564,0.00015659999917261302,0.210938400014129,16.35125752235766,0.9992576031667947,adaptive,0.001,0.005,2,16,1.0,64.0,0.0,36.0,63.0,True,225.0,112.0,113.0,0.49777777777777776,113.0,27.0,2.128368466684675e-09,True,3,1,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b3_c1__s2\2026-04-14_17-29-09
main_random_8,Random-8,random_connected,0,astnc_l2,ASTNC-L2,main_random_8__block_b3_c3__s0,blockwise,ok,0.003959458066776003,0.07681700000102865,1.2700002116616815e-05,0.07682970000314526,2.913172900428093,0.9998346993009742,adaptive,0.001,0.005,2,16,1.0,143.0,1.0,2.0,5.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0007485408159113542,True,3,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b3_c3__s0\2026-04-14_17-29-14
main_random_8,Random-8,random_connected,1,astnc_l2,ASTNC-L2,main_random_8__block_b3_c3__s1,blockwise,ok,5.434181591091566e-15,0.052300799998192815,1.4400000509340316e-05,0.052315199998702155,2.233633819620348,0.9997247453606328,adaptive,0.001,0.005,2,16,1.0,48.0,0.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,2.2954506624281e-09,True,3,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b3_c3__s1\2026-04-14_17-29-15
main_random_8,Random-8,random_connected,2,astnc_l2,ASTNC-L2,main_random_8__block_b3_c3__s2,blockwise,ok,0.006543329142922381,0.24920449999990524,1.3299999409355223e-05,0.2492177999993146,0.7236533666526481,0.9999466330237674,adaptive,0.001,0.005,2,16,1.0,237.0,3.0,3.0,4.0,True,15.0,0.0,15.0,0.0,15.0,1.0,0.0009973208946942517,True,3,3,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_random_8__block_b3_c3__s2\2026-04-14_17-29-16
difficulty_grid2d_2x3,Grid 2x3,grid2d,0,exact,exact,difficulty_grid2d_2x3__exact__s0,difficulty,ok,0.0,0.014565299996320391,1.939999856404029e-05,0.014584699994884431,1.206277812407087,0.998669838970324,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x3__exact__s0\2026-04-14_18-02-00
difficulty_grid2d_2x3,Grid 2x3,grid2d,1,exact,exact,difficulty_grid2d_2x3__exact__s1,difficulty,ok,0.0,0.015210400004434632,2.539999331929721e-05,0.01523579999775393,1.2024901866488626,0.9983328742618455,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x3__exact__s1\2026-04-14_18-02-01
difficulty_grid2d_2x3,Grid 2x3,grid2d,2,exact,exact,difficulty_grid2d_2x3__exact__s2,difficulty,ok,0.0,0.01487450000422541,2.2199994418770075e-05,0.01489669999864418,1.0856766940089373,0.9985097373633556,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x3__exact__s2\2026-04-14_18-02-02
difficulty_grid2d_2x3,Grid 2x3,grid2d,0,astnc_l2,ASTNC-L2,difficulty_grid2d_2x3__astnc_l2__s0,difficulty,ok,2.7011489363047325e-15,0.016664000006130664,2.3700002202531323e-05,0.016687700008333195,1.1700354140709586,0.9985797921109995,adaptive,0.001,0.005,2,16,1.0,16.0,0.0,21.0,18.0,True,87.0,38.0,49.0,0.4367816091954023,49.0,9.0,8.937259510572102e-10,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x3__astnc_l2__s0\2026-04-14_18-02-03
difficulty_grid2d_2x3,Grid 2x3,grid2d,1,astnc_l2,ASTNC-L2,difficulty_grid2d_2x3__astnc_l2__s1,difficulty,ok,2.5535159590352855e-15,0.01919610000550165,2.3700002202531323e-05,0.01921980000770418,1.170823837583607,0.9987668964717741,adaptive,0.001,0.005,2,16,1.0,16.0,0.0,21.0,18.0,True,87.0,38.0,49.0,0.4367816091954023,49.0,9.0,2.392944913787237e-09,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x3__astnc_l2__s1\2026-04-14_18-02-04
difficulty_grid2d_2x3,Grid 2x3,grid2d,2,astnc_l2,ASTNC-L2,difficulty_grid2d_2x3__astnc_l2__s2,difficulty,ok,2.736335153996921e-15,0.01830419998805155,2.380000296398066e-05,0.01832799999101553,0.8761294193857461,0.9987014402021853,adaptive,0.001,0.005,2,16,1.0,16.0,0.0,21.0,18.0,True,87.0,38.0,49.0,0.4367816091954023,49.0,9.0,2.5302385518190315e-09,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x3__astnc_l2__s2\2026-04-14_18-02-05
difficulty_grid2d_2x4,Grid 2x4,grid2d,0,exact,exact,difficulty_grid2d_2x4__exact__s0,difficulty,ok,0.0,0.6991476000002876,4.2700008634710684e-05,0.6991903000089223,1.034856032733322,0.9999389293449379,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x4__exact__s0\2026-04-14_18-02-05
difficulty_grid2d_2x4,Grid 2x4,grid2d,1,exact,exact,difficulty_grid2d_2x4__exact__s1,difficulty,ok,0.0,0.7357429000076081,4.909999915980734e-05,0.7357920000067679,1.1111426870450067,0.9999332691845532,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x4__exact__s1\2026-04-14_18-02-08
difficulty_grid2d_2x4,Grid 2x4,grid2d,2,exact,exact,difficulty_grid2d_2x4__exact__s2,difficulty,ok,0.0,0.72618059999877,4.6799999836366624e-05,0.7262273999986064,1.02142276646818,0.9999355573738523,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x4__exact__s2\2026-04-14_18-02-10
difficulty_grid2d_2x4,Grid 2x4,grid2d,0,astnc_l2,ASTNC-L2,difficulty_grid2d_2x4__astnc_l2__s0,difficulty,ok,6.085972944044173e-15,0.15233720000469475,9.609999688109383e-05,0.15243330000157584,6.151146107734252,0.9993695603396405,adaptive,0.001,0.005,2,16,1.0,27.0,0.0,30.0,27.0,True,123.0,54.0,69.0,0.43902439024390244,69.0,9.0,3.1794345930594636e-09,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x4__astnc_l2__s0\2026-04-14_18-02-12
difficulty_grid2d_2x4,Grid 2x4,grid2d,1,astnc_l2,ASTNC-L2,difficulty_grid2d_2x4__astnc_l2__s1,difficulty,ok,3.3999379868707297e-15,0.10864880000735866,4.090000220458023e-05,0.10868970000956324,6.8022121684414705,0.9996236993643316,adaptive,0.001,0.005,2,16,1.0,27.0,0.0,30.0,27.0,True,123.0,54.0,69.0,0.43902439024390244,69.0,9.0,1.74290789555788e-09,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x4__astnc_l2__s1\2026-04-14_18-02-14
difficulty_grid2d_2x4,Grid 2x4,grid2d,2,astnc_l2,ASTNC-L2,difficulty_grid2d_2x4__astnc_l2__s2,difficulty,ok,4.172845966505658e-15,0.1073413999947661,4.140000237384811e-05,0.10738279999713995,6.596240738898124,0.999614463364947,adaptive,0.001,0.005,2,16,1.0,27.0,0.0,30.0,27.0,True,123.0,54.0,69.0,0.43902439024390244,69.0,9.0,3.1375481330312376e-09,,,,,,,,,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\difficulty_grid2d_2x4__astnc_l2__s2\2026-04-14_18-02-16
main_grid2d_3x3,Grid 3x3,grid2d,0,astnc_l2,ASTNC-L2,main_grid2d_3x3__block_b1_c1__s0,cache_reuse,ok,9.839437863184022e-15,0.4870420000006561,9.079999654204585e-05,0.48713279999719816,62.72999334085483,0.999813603194976,adaptive,0.001,0.005,2,16,1.0,81.0,9.0,12.0,12.0,True,51.0,16.0,35.0,0.3137254901960784,35.0,3.0,2.7888871311862296e-09,True,1,1,,,,b1_c1,True,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__block_b1_c1__s0\2026-04-14_17-10-40
main_grid2d_3x3,Grid 3x3,grid2d,0,astnc_l2,ASTNC-L2,main_grid2d_3x3__cache_off_b1_c1__s0,cache_reuse,ok,9.839437863184022e-15,0.5128715000028023,9.409999620402232e-05,0.5129655999990064,62.937189160434485,0.9998165569051726,adaptive,0.001,0.005,2,16,1.0,81.0,9.0,12.0,12.0,False,0.0,0.0,0.0,0.0,0.0,3.0,2.7888871311862296e-09,True,1,1,,,,b1_c1,False,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__cache_off_b1_c1__s0\2026-04-14_18-02-18
main_grid2d_3x3,Grid 3x3,grid2d,0,astnc_l2,ASTNC-L2,main_grid2d_3x3__astnc_l2__s0,cache_reuse,ok,0.004461158998039425,0.5424502999994729,0.00016479999976581894,0.5426150999992387,83.3111085555492,0.9996962856345765,adaptive,0.001,0.005,2,16,1.0,64.0,13.0,30.0,36.0,True,141.0,62.0,79.0,0.4397163120567376,79.0,9.0,0.00047029104248323943,True,2,1,,,,b2_c1,True,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__astnc_l2__s0\2026-04-14_16-43-27
main_grid2d_3x3,Grid 3x3,grid2d,0,no_cache,no-cache,main_grid2d_3x3__no_cache__s0,cache_reuse,ok,0.004461158998039425,0.7142206999924383,0.00017269999807467684,0.714393399990513,62.79996343825294,0.9997582564465507,adaptive,0.001,0.005,2,16,1.0,64.0,13.0,36.0,36.0,False,0.0,0.0,0.0,0.0,0.0,9.0,0.0004311001222763028,True,2,1,,,,b2_c1,False,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__no_cache__s0\2026-04-14_16-49-36
main_grid2d_3x3,Grid 3x3,grid2d,0,astnc_l2,ASTNC-L2,main_grid2d_3x3__block_b2_c2__s0,cache_reuse,ok,0.002969929573277492,0.6096833999945375,0.00015420000636368059,0.6098376000009011,55.053072817903555,0.9997471457854301,adaptive,0.001,0.005,2,16,1.0,108.0,8.0,14.0,16.0,True,64.0,23.0,41.0,0.359375,41.0,4.0,0.00020947721268155115,True,2,2,,,,b2_c2,True,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__block_b2_c2__s0\2026-04-14_17-20-31
main_grid2d_3x3,Grid 3x3,grid2d,0,astnc_l2,ASTNC-L2,main_grid2d_3x3__cache_off_b2_c2__s0,cache_reuse,ok,0.002969929573277492,0.5959933000012825,0.00018349999663769267,0.5961767999979202,61.99870826920717,0.9996922054034341,adaptive,0.001,0.005,2,16,1.0,108.0,8.0,16.0,16.0,False,0.0,0.0,0.0,0.0,0.0,4.0,0.0001963848868889542,True,2,2,,,,b2_c2,False,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__cache_off_b2_c2__s0\2026-04-14_18-02-51
main_grid2d_3x3,Grid 3x3,grid2d,1,astnc_l2,ASTNC-L2,main_grid2d_3x3__block_b1_c1__s1,cache_reuse,ok,5.931709881420245e-13,0.4600153000028513,8.539999907952733e-05,0.4601007000019308,69.13257163009256,0.9998143884587027,adaptive,0.001,0.005,2,16,1.0,81.0,9.0,12.0,12.0,True,51.0,16.0,35.0,0.3137254901960784,35.0,3.0,3.2118673268055715e-09,True,1,1,,,,b1_c1,True,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__block_b1_c1__s1\2026-04-14_17-11-12
main_grid2d_3x3,Grid 3x3,grid2d,1,astnc_l2,ASTNC-L2,main_grid2d_3x3__cache_off_b1_c1__s1,cache_reuse,ok,5.931709881420245e-13,0.4671353999983694,0.0001421999986632727,0.46727759999703267,67.57450817273066,0.9996956841079824,adaptive,0.001,0.005,2,16,1.0,81.0,9.0,12.0,12.0,False,0.0,0.0,0.0,0.0,0.0,3.0,3.2118673268055715e-09,True,1,1,,,,b1_c1,False,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__cache_off_b1_c1__s1\2026-04-14_18-03-30
main_grid2d_3x3,Grid 3x3,grid2d,1,astnc_l2,ASTNC-L2,main_grid2d_3x3__astnc_l2__s1,cache_reuse,ok,0.0036330415769231217,0.5394004000008863,0.00018989999807672575,0.539590299998963,82.99739543132232,0.9996480663216579,adaptive,0.001,0.005,2,16,1.0,64.0,14.0,30.0,36.0,True,141.0,62.0,79.0,0.4397163120567376,79.0,9.0,0.0003575458888133989,True,2,1,,,,b2_c1,True,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__astnc_l2__s1\2026-04-14_16-44-13
main_grid2d_3x3,Grid 3x3,grid2d,1,no_cache,no-cache,main_grid2d_3x3__no_cache__s1,cache_reuse,ok,0.0036330415769231217,0.6171933000041463,0.0010968000060529448,0.6182901000101992,73.02161930003494,0.9982260754182656,adaptive,0.001,0.005,2,16,1.0,64.0,14.0,36.0,36.0,False,0.0,0.0,0.0,0.0,0.0,9.0,0.00032775039807894895,True,2,1,,,,b2_c1,False,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__no_cache__s1\2026-04-14_16-51-26
main_grid2d_3x3,Grid 3x3,grid2d,1,astnc_l2,ASTNC-L2,main_grid2d_3x3__block_b2_c2__s1,cache_reuse,ok,0.00662177955375212,0.5948620000017399,0.00016200000027311035,0.595024000002013,57.55022469652501,0.9997277420721311,adaptive,0.001,0.005,2,16,1.0,107.0,8.0,13.0,17.0,True,64.0,23.0,41.0,0.359375,41.0,4.0,0.0004929036088632918,True,2,2,,,,b2_c2,True,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__block_b2_c2__s1\2026-04-14_17-21-06
main_grid2d_3x3,Grid 3x3,grid2d,1,astnc_l2,ASTNC-L2,main_grid2d_3x3__cache_off_b2_c2__s1,cache_reuse,ok,0.00662177955375212,0.7216976999952749,0.00011709999671438709,0.7218147999919893,48.9846859614814,0.9998377700239515,adaptive,0.001,0.005,2,16,1.0,107.0,8.0,15.0,17.0,False,0.0,0.0,0.0,0.0,0.0,4.0,0.00046209713330933597,True,2,2,,,,b2_c2,False,C:\Users\mrkys\workspace\sketch_tnc\outputs\paper_strengthened\main_grid2d_3x3__cache_off_b2_c2__s1\2026-04-14_18-04-03
